team_id,week,assistant,merged_per_dev,pr_size,in_review
14,7,0,3.718,209.5,0
14,8,0,5.068,218.5,0
14,9,0,4.448,223.1,0
14,10,0,3.99,150.4,0
14,11,0,4.765,273.8,0
14,12,0,5.147,225.5,0
15,1,0,4.9,178.2,1
15,2,0,5.687,209.3,0
15,3,0,3.763,179.7,1
15,4,0,4.529,291.8,1
15,5,0,5.809,206.1,0
15,6,0,5.945,194.2,0
15,7,1,5.598,206.3,0
15,8,1,5.294,155.9,1
15,9,1,5.945,161.8,0
15,10,1,4.713,135.0,1
15,11,1,5.166,179.0,1
15,12,1,7.389,184.9,0
16,1,0,3.315,152.7,0
16,2,0,2.992,251.7,1
16,3,0,3.757,262.3,0
16,4,0,3.982,122.7,0
16,5,0,3.985,203.1,0
16,6,0,2.669,238.5,1
16,7,1,4.195,203.9,0
16,8,1,5.139,186.1,0
16,9,1,4.288,240.5,1
16,10,1,2.555,244.2,1
16,11,1,4.362,195.0,1
16,12,1,5.425,212.0,0
17,1,0,3.102,267.1,0
17,2,0,2.741,171.8,1
17,3,0,3.329,176.6,0
17,4,0,3.616,174.3,0
17,5,0,2.255,302.8,1
17,6,0,2.43,281.1,1
17,7,0,2.034,187.4,1
17,8,0,3.447,221.7,0
17,9,0,5.003,210.7,0
17,10,0,3.954,142.5,0
17,11,0,5.291,279.6,0
17,12,0,3.538,225.1,0
18,1,0,4.954,121.7,1
18,2,0,5.414,161.1,0
18,3,0,4.854,192.1,0
18,4,0,4.147,193.2,1
18,5,0,5.219,151.6,0
18,6,0,3.109,229.0,1
18,7,1,6.61,101.9,0
18,8,1,4.492,138.4,1
18,9,1,4.843,160.6,1
18,10,1,6.05,187.8,0
18,11,1,5.324,181.7,0
18,12,1,6.426,123.9,0
19,1,0,2.023,286.9,1
19,2,0,3.667,236.3,0
19,3,0,5.295,164.6,0
19,4,0,5.081,216.8,0
19,5,0,3.963,198.8,0
19,6,0,3.746,248.6,0
19,7,0,3.257,285.7,1
19,8,0,4.833,212.3,0
19,9,0,2.717,193.0,1
19,10,0,2.623,208.7,1
19,11,0,2.364,295.4,1
19,12,0,2.504,197.5,1
20,1,0,4.24,243.6,1
20,2,0,4.596,210.4,1
20,3,0,4.121,266.2,1
20,4,0,6.329,173.8,0
20,5,0,5.663,161.0,1
20,6,0,6.834,200.7,0
20,7,1,7.219,159.2,1
20,8,1,7.419,100.8,1
20,9,1,8.109,75.3,0
20,10,1,7.942,186.1,0
20,11,1,8.675,198.9,0
20,12,1,9.39,94.4,0
21,1,0,3.499,301.7,1
21,2,0,3.716,215.5,1
21,3,0,4.945,182.4,0
21,4,0,3.44,264.4,1
21,5,0,3.938,174.3,1
21,6,0,5.045,279.5,0
21,7,1,6.329,198.3,0
21,8,1,6.37,273.8,0
21,9,1,4.238,315.8,1
21,10,1,5.045,215.0,1
21,11,1,6.899,263.2,0
21,12,1,7.002,217.0,0
22,1,0,2.681,164.1,1
22,2,0,4.139,206.2,0
22,3,0,2.288,147.7,1
22,4,0,4.595,145.0,0
22,5,0,3.717,246.4,1
22,6,0,4.821,198.6,0
22,7,1,2.952,214.6,1
22,8,1,4.716,123.8,0
22,9,1,5.954,102.7,0
22,10,1,4.45,65.9,1
22,11,1,4.342,126.9,1
22,12,1,5.315,143.8,0
23,1,0,7.016,170.0,0
23,2,0,6.702,135.8,0
23,3,0,6.874,181.6,0
23,4,0,5.645,263.1,0
23,5,0,7.036,131.1,0
23,6,0,4.411,177.6,1
23,7,1,4.867,106.1,1
23,8,1,6.881,107.8,0
23,9,1,6.367,182.2,0
23,10,1,4.103,141.7,1
23,11,1,3.495,208.7,1
23,12,1,3.965,190.5,1
24,1,0,5.047,198.9,0
24,2,0,4.699,229.7,0
24,3,0,2.924,200.4,1
24,4,0,3.251,236.6,1
24,5,0,4.344,262.1,0
24,6,0,3.45,160.1,1
24,7,1,4.434,99.5,1
24,8,1,4.971,175.1,0
24,9,1,5.39,212.2,1
24,10,1,4.959,221.7,1
24,11,1,6.11,90.2,0
24,12,1,7.153,66.3,0
25,1,0,5.913,107.0,0
25,2,0,5.242,243.2,0
25,3,0,5.924,204.6,0
25,4,0,6.349,135.8,0
25,5,0,5.921,91.5,0
25,6,0,5.577,283.8,1
25,7,1,5.687,227.9,1
25,8,1,5.49,131.1,1
25,9,1,6.839,216.2,0
25,10,1,5.312,204.3,1
25,11,1,5.52,75.7,1
25,12,1,4.69,200.4,1
26,1,0,7.403,162.8,0
26,2,0,6.075,240.4,0
26,3,0,5.271,264.2,1
26,4,0,5.592,220.1,1
26,5,0,5.258,209.7,1
26,6,0,6.073,204.7,1
26,7,1,6.555,204.5,0
26,8,1,7.679,179.3,0
26,9,1,5.934,114.9,1
26,10,1,5.193,143.7,1
26,11,1,6.035,164.7,1
26,12,1,5.979,160.7,1
27,1,0,4.759,248.4,0
27,2,0,2.905,228.2,1
27,3,0,3.93,173.4,1
27,4,0,5.896,200.9,0
27,5,0,3.807,250.6,1
27,6,0,4.788,243.9,0
27,7,1,5.961,215.9,0
27,8,1,5.757,203.6,1
27,9,1,6.224,198.8,0
27,10,1,6.056,195.4,1
27,11,1,8.616,92.6,0
27,12,1,6.115,199.0,0
28,1,0,3.692,237.7,1
28,2,0,4.995,220.7,0
28,3,0,4.301,178.1,0
28,4,0,5.614,85.1,0
28,5,0,5.562,201.3,0
28,6,0,4.901,192.4,0
28,7,1,7.079,150.0,0
28,8,1,6.729,198.5,0
28,9,1,4.998,141.8,1
28,10,1,5.854,140.1,1
28,11,1,5.061,97.0,0
28,12,1,6.298,144.0,0
29,1,0,3.557,172.2,0
29,2,0,5.372,199.1,0
29,3,0,3.961,220.6,0
29,4,0,4.473,243.0,0
29,5,0,5.16,266.7,0
29,6,0,3.511,244.4,0
29,7,0,2.89,258.5,1
29,8,0,0.977,279.2,1
29,9,0,4.445,167.7,0
29,10,0,2.876,278.7,0
29,11,0,2.937,288.2,0
29,12,0,4.575,188.7,0
30,1,0,4.971,271.9,0
30,2,0,3.749,242.1,0
30,3,0,3.977,234.7,0
30,4,0,4.114,168.3,1
30,5,0,4.902,218.2,0
30,6,0,3.047,243.4,1
30,7,1,4.389,217.8,1
30,8,1,1.35,277.8,1
30,9,1,4.481,176.7,0
30,10,1,4.594,178.5,0
30,11,1,4.464,221.3,0
30,12,1,5.166,90.0,0
31,1,0,4.706,199.5,0
31,2,0,5.629,193.1,0
31,3,0,4.31,303.6,1
31,4,0,4.76,192.2,0
31,5,0,4.885,180.4,0
31,6,0,6.519,236.0,0
31,7,1,5.871,199.8,0
31,8,1,7.041,147.0,0
31,9,1,5.438,134.7,0
31,10,1,4.954,103.9,1
31,11,1,4.128,149.5,1
31,12,1,2.826,286.5,1
32,1,0,4.714,213.2,0
32,2,0,4.568,291.6,0
32,3,0,3.506,193.6,0
32,4,0,5.421,218.1,0
32,5,0,5.0,164.1,0
32,6,0,2.902,233.0,1
32,7,1,3.12,227.3,1
32,8,1,4.808,192.9,0
32,9,1,3.578,88.9,1
32,10,1,2.395,172.6,1
32,11,1,4.165,87.8,1
32,12,1,2.483,187.7,1
33,1,0,5.482,199.5,1
33,2,0,7.131,122.4,1
33,3,0,7.215,260.7,0
33,4,0,5.173,196.3,1
33,5,0,5.693,179.4,1
33,6,0,6.612,113.0,0
33,7,1,5.645,238.2,1
33,8,1,6.722,209.4,0
33,9,1,7.142,229.8,1
33,10,1,6.969,208.3,0
33,11,1,7.047,168.1,0
33,12,1,6.355,110.5,0
34,1,0,6.49,147.9,0
34,2,0,2.935,229.4,1
34,3,0,5.887,194.5,0
34,4,0,3.92,251.5,1
34,5,0,4.582,253.0,0
34,6,0,4.411,173.8,0
34,7,0,6.582,119.2,0
34,8,0,4.836,238.0,0
34,9,0,5.092,255.2,0
34,10,0,4.781,179.5,0
34,11,0,5.437,195.0,0
34,12,0,3.041,212.6,1
35,1,0,6.074,104.7,0
35,2,0,7.78,95.4,0
35,3,0,5.793,188.0,0
35,4,0,6.567,226.2,0
35,5,0,5.586,211.3,1
35,6,0,6.847,134.8,0
35,7,1,6.402,119.2,1
35,8,1,6.085,103.4,1
35,9,1,6.54,50.1,0
35,10,1,4.84,135.3,1
35,11,1,5.735,172.4,1
35,12,1,5.231,104.3,1
36,1,0,5.176,163.3,0
36,2,0,3.866,206.2,0
36,3,0,3.808,247.6,1
36,4,0,3.3,230.2,1
36,5,0,5.339,186.3,0
36,6,0,4.243,250.1,1
36,7,1,5.727,182.9,0
36,8,1,5.474,192.2,0
36,9,1,5.951,204.5,1
36,10,1,4.823,136.5,1
36,11,1,5.837,211.5,0
36,12,1,4.325,264.1,1
37,1,0,4.151,190.4,0
37,2,0,3.376,267.9,1
37,3,0,5.13,246.0,0
37,4,0,3.759,228.3,1
37,5,0,5.094,229.4,0
37,6,0,4.687,243.8,0
37,7,1,5.854,141.1,0
37,8,1,4.509,188.1,1
37,9,1,2.756,221.0,1
37,10,1,2.25,186.2,1
37,11,1,1.399,152.9,1
37,12,1,4.65,180.7,1
38,1,0,3.024,225.8,1
38,2,0,4.149,242.1,1
38,3,0,5.525,247.6,1
38,4,0,6.627,180.0,0
38,5,0,5.756,229.6,1
38,6,0,6.844,195.7,0
38,7,1,5.253,149.7,1
38,8,1,7.199,119.3,0
38,9,1,7.682,173.8,0
38,10,1,6.001,266.0,0
38,11,1,6.512,130.3,0
38,12,1,8.804,166.5,0
39,1,0,5.088,107.9,0
39,2,0,5.204,166.9,0
39,3,0,5.386,103.1,0
39,4,0,4.188,183.4,0
39,5,0,6.193,203.8,0
39,6,0,4.45,206.4,1
39,7,0,5.141,228.4,0
39,8,0,5.962,145.0,0
39,9,0,4.584,81.7,0
39,10,0,5.28,141.2,0
39,11,0,4.787,273.4,0
39,12,0,5.025,112.3,0
40,1,0,4.683,243.1,1
40,2,0,4.747,133.4,1
40,3,0,5.005,162.2,0
40,4,0,5.629,250.3,0
40,5,0,4.889,183.5,1
40,6,0,7.43,111.4,0
40,7,1,6.317,141.1,1
40,8,1,7.135,173.5,1
40,9,1,7.42,116.2,1
40,10,1,7.76,54.2,0
40,11,1,7.772,148.5,0
40,12,1,7.694,158.9,0
41,1,0,5.604,213.8,0
41,2,0,4.105,242.8,0
41,3,0,3.782,181.6,0
41,4,0,5.213,164.8,0
41,5,0,5.335,202.7,0
41,6,0,3.511,277.0,1
41,7,0,3.356,227.2,1
41,8,0,4.134,162.4,0
41,9,0,4.792,289.0,0
41,10,0,4.829,245.7,0
41,11,0,4.209,221.9,0
41,12,0,3.452,203.1,1
42,1,0,3.939,160.7,0
42,2,0,3.498,240.2,1
42,3,0,4.144,198.6,0
42,4,0,2.096,256.0,1
42,5,0,5.611,189.6,0
42,6,0,4.83,167.3,0
42,7,1,4.578,205.1,1
42,8,1,5.957,138.1,0
42,9,1,4.725,165.4,0
42,10,1,4.057,134.6,0
42,11,1,2.698,90.4,1
42,12,1,3.054,255.8,1
43,1,0,3.502,136.3,1
43,2,0,2.312,184.2,1
43,3,0,3.016,300.5,1
43,4,0,4.873,197.0,0
43,5,0,3.316,203.1,1
43,6,0,3.919,192.9,0
43,7,1,3.657,202.9,1
43,8,1,6.044,120.8,0
43,9,1,5.471,276.6,0
43,10,1,5.556,174.3,1
43,11,1,7.45,27.6,0
43,12,1,4.781,199.7,0
44,1,0,6.338,229.4,0
44,2,0,6.24,231.1,0
44,3,0,5.439,230.3,1
44,4,0,6.589,124.9,0
44,5,0,4.79,268.6,1
44,6,0,5.463,237.7,1
44,7,1,6.377,170.2,0
44,8,1,6.319,166.7,1
44,9,1,5.223,124.8,1
44,10,1,5.976,196.2,1
44,11,1,5.535,179.9,1
44,12,1,6.879,132.6,0
45,1,0,3.344,203.2,0
45,2,0,3.19,289.3,0
45,3,0,2.708,249.3,0
45,4,0,3.556,220.5,0
45,5,0,3.356,198.1,0
45,6,0,3.634,251.1,0
45,7,1,3.537,131.5,1
45,8,1,3.49,168.4,0
45,9,1,2.546,186.3,1
45,10,1,2.684,202.0,0
45,11,1,4.203,251.9,0
45,12,1,3.833,146.8,0
46,1,0,4.37,212.6,0
46,2,0,5.298,152.5,0
46,3,0,5.035,206.9,0
46,4,0,3.57,229.0,1
46,5,0,3.861,287.3,0
46,6,0,5.194,246.1,0
46,7,0,5.492,226.9,0
46,8,0,3.058,188.3,1
46,9,0,5.716,148.7,0
46,10,0,3.631,244.2,1
46,11,0,2.787,201.5,1
46,12,0,4.758,193.6,0
47,1,0,1.162,240.4,1
47,2,0,3.842,139.4,1
47,3,0,3.421,159.1,1
47,4,0,3.267,167.7,1
47,5,0,5.503,115.7,0
47,6,0,5.033,158.6,0
47,7,0,5.052,171.8,0
47,8,0,3.697,169.5,1
47,9,0,5.79,86.5,0
47,10,0,5.866,233.6,0
47,11,0,6.121,91.8,0
47,12,0,6.149,63.7,0
48,1,0,3.79,173.7,0
48,2,0,3.476,303.4,0
48,3,0,5.6,116.6,0
48,4,0,2.247,125.9,1
48,5,0,2.826,187.1,1
48,6,0,3.865,258.0,0
48,7,0,2.613,209.2,0
48,8,0,3.95,146.0,0
48,9,0,2.649,156.6,1
48,10,0,4.004,284.9,0
48,11,0,3.502,172.1,0
48,12,0,2.672,218.8,0
49,1,0,5.103,354.3,0
49,2,0,3.122,263.1,1
49,3,0,4.628,217.2,0
49,4,0,6.322,250.4,0
49,5,0,4.056,303.8,0
49,6,0,4.374,238.0,1
49,7,1,4.166,160.3,1
49,8,1,3.076,205.8,1
49,9,1,5.059,114.2,0
49,10,1,4.392,119.3,1
49,11,1,6.212,185.0,0
49,12,1,5.341,137.7,0
50,1,0,1.353,268.5,0
50,2,0,0.556,264.6,1
50,3,0,0.976,247.6,0
50,4,0,2.205,210.5,0
50,5,0,0.691,262.1,0
50,6,0,1.909,284.3,0
50,7,0,1.529,334.4,0
50,8,0,1.436,263.2,0
50,9,0,2.719,233.6,0
50,10,0,1.153,201.6,0
50,11,0,2.057,229.0,0
50,12,0,0.101,233.7,1
51,1,0,4.331,249.6,0
51,2,0,3.873,217.6,0
51,3,0,3.861,269.6,0
51,4,0,2.376,305.6,1
51,5,0,3.935,256.4,0
51,6,0,4.84,188.2,0
51,7,0,2.558,222.8,1
51,8,0,2.875,139.3,0
51,9,0,4.255,208.2,0
51,10,0,4.287,208.3,0
51,11,0,3.739,218.6,0
51,12,0,4.822,172.1,0
52,1,0,1.604,233.5,1
52,2,0,2.428,217.0,1
52,3,0,3.03,180.6,1
52,4,0,3.067,146.2,1
52,5,0,3.37,172.8,1
52,6,0,5.955,122.6,0
52,7,1,5.554,142.2,0
52,8,1,6.489,121.8,0
52,9,1,3.711,150.6,1
52,10,1,6.96,68.4,0
52,11,1,5.64,147.7,0
52,12,1,6.807,186.2,0
53,1,0,2.392,195.9,1
53,2,0,3.689,198.9,0
53,3,0,2.638,251.8,0
53,4,0,1.94,200.5,1
53,5,0,3.198,205.4,0
53,6,0,3.244,142.8,0
53,7,0,5.292,122.3,0
53,8,0,3.794,132.9,1
53,9,0,3.975,150.4,0
53,10,0,2.016,221.7,1
53,11,0,3.437,257.6,0
53,12,0,3.365,132.6,0
54,1,0,3.487,159.4,0
54,2,0,3.065,168.5,0
54,3,0,2.775,247.2,0
54,4,0,3.598,196.1,0
54,5,0,1.7,199.5,1
54,6,0,2.42,199.0,0
54,7,0,2.827,253.9,0
54,8,0,2.687,183.7,0
54,9,0,3.739,183.5,0
54,10,0,3.338,217.3,1
54,11,0,1.203,206.8,1
54,12,0,3.794,197.1,0
55,1,0,4.576,243.7,0
55,2,0,5.699,172.9,0
55,3,0,5.509,141.8,0
55,4,0,6.09,170.3,0
55,5,0,4.668,209.1,1
55,6,0,5.289,210.3,0
55,7,1,5.202,230.2,1
55,8,1,4.511,173.2,1
55,9,1,5.967,120.5,1
55,10,1,5.386,140.4,1
55,11,1,5.806,189.4,1
55,12,1,6.832,160.2,0
56,1,0,5.722,204.7,0
56,2,0,4.801,212.6,0
56,3,0,4.903,221.3,0
56,4,0,4.614,198.3,0
56,5,0,4.335,224.8,1
56,6,0,4.181,247.3,1
56,7,1,4.892,162.6,1
56,8,1,3.996,169.2,1
56,9,1,6.425,115.2,0
56,10,1,4.938,191.4,0
56,11,1,6.019,160.0,1
56,12,1,4.89,228.9,1
57,1,0,5.054,150.7,0
57,2,0,4.09,277.6,1
57,3,0,5.352,185.9,0
57,4,0,5.427,230.6,0
57,5,0,3.805,284.6,1
57,6,0,4.68,250.6,0
57,7,1,5.473,192.8,0
57,8,1,5.345,80.2,0
57,9,1,5.7,138.2,0
57,10,1,6.428,132.4,0
57,11,1,6.579,144.9,0
57,12,1,5.406,230.5,1
58,1,0,6.642,244.0,0
58,2,0,5.291,227.5,1
58,3,0,6.244,153.0,0
58,4,0,6.637,228.0,0
58,5,0,6.524,213.7,0
58,6,0,7.324,176.9,0
58,7,1,7.708,132.2,0
58,8,1,5.766,209.9,1
58,9,1,7.186,109.5,0
58,10,1,5.579,176.0,1
58,11,1,6.658,117.8,0
58,12,1,6.276,113.4,1
59,1,0,4.878,70.3,0
59,2,0,3.395,147.5,1
59,3,0,4.552,171.0,0
59,4,0,5.956,102.2,0
59,5,0,4.483,146.9,1
59,6,0,3.805,230.8,0
59,7,1,6.174,176.8,0
59,8,1,5.82,175.7,0
59,9,1,6.53,125.1,0
59,10,1,6.449,183.3,0
59,11,1,5.88,162.8,1
59,12,1,6.192,194.0,1
60,1,0,4.749,243.3,0
60,2,0,5.124,140.0,0
60,3,0,4.252,300.2,1
60,4,0,3.556,224.1,1
60,5,0,5.596,170.3,0
60,6,0,5.868,262.7,0
60,7,1,5.004,165.4,1
60,8,1,4.535,332.3,1
60,9,1,5.477,195.7,0
60,10,1,4.31,163.2,1
60,11,1,5.923,180.3,0
60,12,1,4.599,231.9,0
61,1,0,1.692,268.2,1
61,2,0,4.068,175.5,0
61,3,0,4.215,121.4,0
61,4,0,3.548,251.7,0
61,5,0,3.167,175.2,1
61,6,0,3.004,165.8,1
61,7,0,2.702,200.4,1
61,8,0,4.05,176.0,0
61,9,0,4.086,241.2,0
61,10,0,5.843,199.5,0
61,11,0,3.539,181.3,0
61,12,0,4.245,207.4,0
62,1,0,4.71,165.4,0
62,2,0,3.927,188.4,0
62,3,0,4.085,183.3,0
62,4,0,4.827,257.5,0
62,5,0,4.855,144.5,0
62,6,0,5.777,216.5,0
62,7,1,5.02,144.1,1
62,8,1,5.257,205.2,1
62,9,1,3.493,187.7,1
62,10,1,5.058,192.4,1
62,11,1,3.729,109.6,1
62,12,1,4.504,162.2,1
63,1,0,4.916,173.6,0
63,2,0,4.336,237.8,0
63,3,0,5.101,161.0,0
63,4,0,3.471,155.6,1
63,5,0,4.253,212.8,0
63,6,0,4.041,227.5,0
63,7,1,2.143,277.6,1
63,8,1,4.423,179.9,1
63,9,1,4.229,58.2,1
63,10,1,4.573,113.6,1
63,11,1,5.28,203.2,0
63,12,1,4.761,149.0,1
64,1,0,2.815,249.7,0
64,2,0,3.089,314.2,0
64,3,0,3.322,247.8,0
64,4,0,5.245,220.8,0
64,5,0,3.953,213.7,0
64,6,0,4.233,183.7,0
64,7,0,3.912,232.7,0
64,8,0,3.677,243.5,0
64,9,0,2.452,209.0,1
64,10,0,4.115,201.1,0
64,11,0,5.052,234.4,0
64,12,0,5.044,213.4,0
65,1,0,3.304,279.0,1
65,2,0,2.093,258.6,1
65,3,0,3.594,296.5,1
65,4,0,4.76,208.9,1
65,5,0,3.88,298.1,1
65,6,0,4.372,238.5,0
65,7,1,4.587,283.7,0
65,8,1,6.447,307.1,0
65,9,1,3.905,242.0,1
65,10,1,6.267,201.2,0
65,11,1,5.404,302.0,0
65,12,1,5.415,131.8,0
66,1,0,4.893,180.5,0
66,2,0,4.82,169.6,0
66,3,0,4.72,292.1,0
66,4,0,6.628,177.4,0
66,5,0,4.911,195.5,0
66,6,0,5.376,174.0,0
66,7,1,4.886,131.6,1
66,8,1,4.924,220.0,1
66,9,1,4.737,161.0,1
66,10,1,5.058,215.0,1
66,11,1,5.537,162.7,0
66,12,1,5.065,161.2,0
67,1,0,4.405,247.4,0
67,2,0,3.686,230.5,1
67,3,0,4.617,182.1,0
67,4,0,4.018,218.5,1
67,5,0,4.082,248.2,1
67,6,0,7.101,226.1,0
67,7,1,5.204,204.1,1
67,8,1,5.495,165.0,0
67,9,1,5.571,144.5,0
67,10,1,5.578,226.0,0
67,11,1,5.063,184.7,1
67,12,1,5.428,234.6,0
68,1,0,5.468,60.0,0
68,2,0,4.211,198.8,0
68,3,0,4.513,182.4,1
68,4,0,4.841,189.6,1
68,5,0,3.875,137.3,1
68,6,0,4.787,169.1,0
68,7,1,3.89,189.6,1
68,8,1,5.602,185.0,1
68,9,1,5.895,183.2,0
68,10,1,4.877,155.0,1
68,11,1,5.659,145.1,0
68,12,1,6.018,171.6,0
69,1,0,4.18,184.3,1
69,2,0,4.657,160.8,0
69,3,0,5.18,150.7,0
69,4,0,3.112,248.6,1
69,5,0,3.675,184.7,0
69,6,0,3.923,230.8,0
69,7,1,3.261,168.0,1
69,8,1,4.119,83.3,1
69,9,1,6.242,194.1,0
69,10,1,4.447,169.6,1
69,11,1,5.19,133.7,1
69,12,1,5.178,134.5,0
70,1,0,3.811,195.9,1
70,2,0,5.946,261.0,0
70,3,0,4.617,189.9,1
70,4,0,4.631,189.1,1
70,5,0,6.008,126.7,0
70,6,0,5.725,204.4,0
70,7,1,6.435,192.5,0
70,8,1,4.163,189.8,1
70,9,1,4.985,203.9,1
70,10,1,4.806,171.6,1
70,11,1,5.901,204.7,1
70,12,1,5.814,146.0,0
71,1,0,6.92,120.3,0
71,2,0,5.548,123.0,0
71,3,0,4.615,198.3,1
71,4,0,6.174,155.7,0
71,5,0,3.916,163.8,1
71,6,0,4.947,134.5,1
71,7,1,6.935,137.6,0
71,8,1,6.649,152.1,0
71,9,1,7.354,146.9,0
71,10,1,8.01,159.9,0
71,11,1,7.658,62.2,0
71,12,1,7.451,178.1,0
72,1,0,7.603,166.1,0
72,2,0,4.428,260.0,0
72,3,0,4.851,245.6,0
72,4,0,4.084,247.7,0
72,5,0,2.132,268.8,1
72,6,0,5.595,176.8,0
72,7,1,4.056,151.4,1
72,8,1,5.863,112.1,1
72,9,1,3.641,217.6,1
72,10,1,4.093,242.6,1
72,11,1,3.129,248.9,1
72,12,1,4.837,179.5,1
73,1,0,5.119,221.7,0
73,2,0,4.839,112.1,0
73,3,0,6.358,262.7,0
73,4,0,5.31,201.5,1
73,5,0,4.412,180.1,0
73,6,0,7.225,113.2,0
73,7,1,4.467,107.2,1
